code,변경항목,기존값,제안값,변경사유,검수상태,승인여부,검수결과,수정필요사항,실물대조필요,우선검수순번,대표컷적합여부,A라인검수,슬림핏검수
ANC-4089,images,assets/ANC-4089_01.jpg,assets/products/ank/generated/ANC-4089/ANC-4089-main.jpg / assets/products/ank/generated/ANC-4089/ANC-4089-full.jpg / assets/products/ank/generated/ANC-4089/ANC-4089-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4089/ANC-4089-detail.jpg / assets/products/ank/generated/ANC-4089/ANC-4089-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,89,검수필요,적용후보,승인
ANC-4089,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / 원피스 레이스 셔링 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 레이스 셔링 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,승인완료,승인,사용자 검수 반영: 슬림핏 확정,슬림핏 적용후보 승인,아니오,89,검수필요,적용후보,승인
ANC-4090,images,assets/ANC-4090_01.jpg,assets/products/ank/generated/ANC-4090/ANC-4090-main.jpg / assets/products/ank/generated/ANC-4090/ANC-4090-full.jpg / assets/products/ank/generated/ANC-4090/ANC-4090-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4090/ANC-4090-detail.jpg / assets/products/ank/generated/ANC-4090/ANC-4090-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,90,검수필요,적용후보,재검수
ANC-4090,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / 원피스 리본 랩 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 리본 랩 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,90,검수필요,적용후보,재검수
ANC-4091,images,assets/ANC-4091_01.jpg,assets/products/ank/generated/ANC-4091/ANC-4091-main.jpg / assets/products/ank/generated/ANC-4091/ANC-4091-full.jpg / assets/products/ank/generated/ANC-4091/ANC-4091-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4091/ANC-4091-detail.jpg / assets/products/ank/generated/ANC-4091/ANC-4091-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,91,검수필요,재검수,적용후보
ANC-4091,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / 원피스 버튼 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 버튼 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,91,검수필요,재검수,적용후보
ANC-4092,images,assets/ANC-4092_01.jpg,assets/products/ank/generated/ANC-4092/ANC-4092-main.jpg / assets/products/ank/generated/ANC-4092/ANC-4092-full.jpg / assets/products/ank/generated/ANC-4092/ANC-4092-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4092/ANC-4092-detail.jpg / assets/products/ank/generated/ANC-4092/ANC-4092-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,92,검수필요,적용후보,재검수
ANC-4092,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / 원피스 플레어 스트라이프 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 플레어 스트라이프 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,92,검수필요,적용후보,재검수
ANC-4093,images,assets/ANC-4093_01.jpg,assets/products/ank/generated/ANC-4093/ANC-4093-main.jpg / assets/products/ank/generated/ANC-4093/ANC-4093-full.jpg / assets/products/ank/generated/ANC-4093/ANC-4093-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4093/ANC-4093-detail.jpg / assets/products/ank/generated/ANC-4093/ANC-4093-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,93,검수필요,적용후보,재검수
ANC-4093,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / 원피스 스퀘어넥 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스퀘어넥 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,93,검수필요,적용후보,재검수
ANC-4094,images,assets/ANC-4094_01.jpg,assets/products/ank/generated/ANC-4094/ANC-4094-main.jpg / assets/products/ank/generated/ANC-4094/ANC-4094-full.jpg / assets/products/ank/generated/ANC-4094/ANC-4094-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4094/ANC-4094-detail.jpg / assets/products/ank/generated/ANC-4094/ANC-4094-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,94,검수필요,적용후보,재검수
ANC-4094,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / 원피스 버튼 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 버튼 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,94,검수필요,적용후보,재검수
ANC-4095,images,assets/ANC-4095_01.jpg,assets/products/ank/generated/ANC-4095/ANC-4095-main.jpg / assets/products/ank/generated/ANC-4095/ANC-4095-full.jpg / assets/products/ank/generated/ANC-4095/ANC-4095-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4095/ANC-4095-detail.jpg / assets/products/ank/generated/ANC-4095/ANC-4095-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,95,검수필요,재검수,적용후보
ANC-4095,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / 원피스 셔링 슬림글램,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 섹시 / 슬림 / 클럽 / 원피스 셔링 슬림글램 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 셔링 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; A라인 과잉 적용 여부 재검수,예,95,검수필요,재검수,적용후보
ANC-4096,images,assets/ANC-4096_01.jpg,assets/products/ank/generated/ANC-4096/ANC-4096-main.jpg / assets/products/ank/generated/ANC-4096/ANC-4096-full.jpg / assets/products/ank/generated/ANC-4096/ANC-4096-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4096/ANC-4096-detail.jpg / assets/products/ank/generated/ANC-4096/ANC-4096-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,96,검수필요,적용후보,재검수
ANC-4096,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / 원피스 카라 플레어 배색 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 카라 플레어 배색 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 배색 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,96,검수필요,적용후보,재검수
ANC-4097,images,assets/ANC-4097_01.jpg,assets/products/ank/generated/ANC-4097/ANC-4097-main.jpg / assets/products/ank/generated/ANC-4097/ANC-4097-full.jpg / assets/products/ank/generated/ANC-4097/ANC-4097-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4097/ANC-4097-detail.jpg / assets/products/ank/generated/ANC-4097/ANC-4097-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,97,검수필요,적용후보,재검수
ANC-4097,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / 원피스 스트라이프 데일리페미닌,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 스트라이프 데일리페미닌 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,97,검수필요,적용후보,재검수
ANC-4098,images,assets/ANC-4098_01.jpg,assets/products/ank/generated/ANC-4098/ANC-4098-main.jpg / assets/products/ank/generated/ANC-4098/ANC-4098-full.jpg / assets/products/ank/generated/ANC-4098/ANC-4098-side-or-back-confirm-needed.jpg / assets/products/ank/generated/ANC-4098/ANC-4098-detail.jpg / assets/products/ank/generated/ANC-4098/ANC-4098-product.jpg,5컷 미만. 쇼룸용 5컷 생성 후보,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,98,검수필요,적용후보,재검수
ANC-4098,tags/styleTags,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / 원피스 퍼프소매 플레어 러블리데일리,NEW / 미니 원피스 컬렉션 / MINI / 미니 / 데일리 / 러블리 / 플레어 / 원피스 퍼프소매 플레어 러블리데일리 / A라인 / 슬림핏 / 여성스러운핏 / 페미닌 / 라인감 / 미니원피스,A라인/슬림핏 검색 및 추천 키워드 노출 보강,검수필요,수정,5컷 구성/태그 검수 필요,쇼룸용 5컷 생성 필요; 슬림핏 과잉 적용 여부 재검수,예,98,검수필요,적용후보,재검수
